,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,1590019,2016/11,2.7,1165749,117080,52.7,178776,36.4
1,1411243,2016/10,33.5,1048669,131741,32.2,174151,34.6
2,1237092,2016/09,-13.6,916928,77156,69.0,130420,34.9
3,1106672,2016/08,-0.9,839772,94940,59.0,150915,31.8
4,955757,2016/07,20.0,744832,135340,12.5,152239,28.3
5,803518,2016/06,-11.1,609492,135156,-6.1,126898,31.8
6,676620,2016/05,-17.6,474336,110653,28.9,142679,42.7
7,533941,2016/04,22.5,363683,97024,78.5,173201,46.8
8,360740,2016/03,109.0,266659,93801,50.7,141329,35.3
9,219411,2016/02,-55.5,172858,74329,-9.0,67626,26.9
10,151785,2016/01,-10.9,98529,98529,54.0,151785,54.0
11,1336182,2015/12,45.6,1028032,130855,30.3,170433,30.0
12,1165749,2015/11,-11.1,900986,141241,-17.1,117080,29.9
13,1048669,2015/10,70.8,759745,188785,-30.2,131741,38.7
14,916928,2015/09,-18.7,570960,119400,-35.4,77156,61.7
15,839772,2015/08,-29.9,451560,108777,-12.7,94940,87.6
16,744832,2015/07,0.1,342783,89102,51.9,135340,117.3
17,609492,2015/06,22.1,253681,89102,51.7,135156,140.3
18,474336,2015/05,14.1,164579,62371,77.4,110653,188.2
19,363683,2015/04,3.4,102208,46307,109.5,97024,255.8
20,266659,2015/03,26.2,55901,32063,192.6,93801,377.0
21,172858,2015/02,-24.6,23838,12114,513.6,74329,625.1
22,98529,2015/01,-24.7,11724,11724,740.4,98529,740.4
23,1028032,2014/12,-7.4,221382,86607,51.1,130855,364.4
24,897177,2014/11,-25.2,134775,25348,457.2,141241,565.7
25,755936,2014/10,58.1,109427,2230,8365.7,188785,590.8
26,567151,2014/09,9.8,107197,1207,9792.3,119400,429.1
27,447751,2014/08,22.1,105990,3628,2898.3,108777,322.5
28,342783,2014/07,0.0,102362,7137,1148.4,89102,234.9
29,253681,2014/06,42.9,95225,17821,400.0,89102,166.4
30,164579,2014/05,34.7,77404,18098,244.6,62371,112.6
31,102208,2014/04,44.4,59306,16562,179.6,46307,72.3
32,55901,2014/03,164.7,42744,16636,92.7,32063,30.8
33,23838,2014/02,3.3,26108,8231,47.2,12114,-8.7
34,11724,2014/01,-86.5,17877,17877,-34.4,11724,-34.4
35,221382,2013/12,241.7,385040,20999,312.4,86607,-42.5
36,134775,2013/11,1036.7,364041,30847,-17.8,25348,-63.0
37,109427,2013/10,84.8,333194,24397,-90.8,2230,-67.2
38,107197,2013/09,-66.7,308797,28875,-95.8,1207,-65.3
39,105990,2013/08,-49.2,279922,34705,-89.5,3628,-62.1
40,102362,2013/07,-60.0,245217,34726,-79.4,7137,-58.3
41,95225,2013/06,-1.5,210491,32454,-45.1,17821,-54.8
42,77404,2013/05,9.3,178037,43217,-58.1,18098,-56.5
43,59306,2013/04,-0.4,134820,34316,-51.7,16562,-56.0
44,42744,2013/03,102.1,100504,38648,-57.0,16636,-57.5
45,26108,2013/02,-54.0,61856,31367,-73.8,8231,-57.8
46,17877,2013/01,0.0,30489,30489,-41.4,17877,-41.4
47,312438,2012/12,-34.9,539362,38510,-57.3,16450,-42.1
48,295988,2012/11,18.9,500852,38824,-34.9,25265,-40.9
49,270723,2012/10,-12.9,462028,30256,-29.8,21253,-41.4
50,249470,2012/09,-17.6,437087,41037,-40.6,24388,-42.9
51,225082,2012/08,15.7,396050,57446,-48.5,29608,-43.2
52,195474,2012/07,0.8,338604,63900,-60.0,25580,-42.3
53,169894,2012/06,-24.9,274704,54815,-53.7,25374,-38.2
54,144520,2012/05,19.3,219889,44864,-24.6,33809,-34.3
55,110711,2012/04,3.2,175025,45304,-37.5,28337,-36.7
56,82374,2012/03,7.8,129721,45319,-39.4,27448,-36.5
57,54926,2012/02,-13.6,84402,36893,-31.0,25455,-34.9
58,29471,2012/01,-23.5,47509,47509,-38.0,29471,-38.0
59,539362,2011/12,-0.8,760563,66163,-41.8,38510,-29.1
60,500852,2011/11,28.3,694400,57394,-32.3,38824,-27.9
61,462028,2011/10,-26.3,637006,59383,-49.0,30256,-27.5
62,437087,2011/09,-28.6,577623,69124,-40.6,41037,-24.3
63,396050,2011/08,-10.1,508499,44620,28.7,57446,-22.1
64,338604,2011/07,16.6,463879,62016,3.0,63900,-27.0
65,274704,2011/06,22.2,401863,65871,-16.8,54815,-31.6
66,219889,2011/05,-1.0,335992,78723,-43.0,44864,-34.5
67,175025,2011/04,0.0,257269,81777,-44.6,45304,-32.0
68,129721,2011/03,22.8,175492,75548,-40.0,45319,-26.1
69,84402,2011/02,-22.3,99944,42764,-13.7,36893,-15.6
70,47509,2011/01,-28.2,57180,57180,-16.9,47509,-16.9
