,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,225485,2016/11,-4.5,269833,22766,13.2,25773,-16.4
1,199712,2016/10,-19.4,247067,21360,26.4,27001,-19.2
2,172711,2016/09,71.3,225707,22722,47.4,33502,-23.5
3,139209,2016/08,-13.7,202985,24487,-20.1,19553,-31.4
4,119656,2016/07,2.2,178498,28331,-20.0,22656,-33.0
5,97000,2016/06,-19.7,150167,36561,-39.4,22161,-35.4
6,74839,2016/05,277.7,113606,27020,2.2,27609,-34.1
7,47230,2016/04,-70.0,86586,28835,-74.7,7309,-45.5
8,39921,2016/03,1188.3,57751,21190,14.9,24349,-30.9
9,15572,2016/02,-86.2,36561,13505,-86.0,1890,-57.4
10,13682,2016/01,-45.7,23056,23056,-40.7,13682,-40.7
11,295044,2015/12,10.7,340366,49426,-49.0,25211,-13.3
12,269833,2015/11,6.6,290940,42247,-46.1,22766,-7.3
13,247067,2015/10,-6.0,248693,27829,-23.3,21360,-0.6
14,225707,2015/09,-7.2,220864,25084,-9.4,22722,2.2
15,202985,2015/08,-13.6,195780,25825,-5.2,24487,3.7
16,178498,2015/07,-22.5,169955,25073,13.0,28331,5.0
17,150167,2015/06,35.3,144882,18579,96.8,36561,3.7
18,113606,2015/05,-6.3,126303,27327,-1.1,27020,-10.1
19,86586,2015/04,36.1,98976,26084,10.6,28835,-12.5
20,57751,2015/03,56.9,72892,31338,-32.4,21190,-20.8
21,36561,2015/02,-41.4,41554,23151,-41.7,13505,-12.0
22,23056,2015/01,-53.3,18403,18403,25.3,23056,25.3
23,340366,2014/12,17.0,381041,19938,147.9,49426,-10.7
24,290940,2014/11,51.8,361103,23714,78.2,42247,-19.4
25,248693,2014/10,10.9,337389,34290,-18.8,27829,-26.3
26,220864,2014/09,-2.9,303099,36754,-31.8,25084,-27.1
27,195780,2014/08,3.0,266345,29073,-11.2,25825,-26.5
28,169955,2014/07,35.0,237272,40894,-38.7,25073,-28.4
29,144882,2014/06,-32.0,196378,19037,-2.4,18579,-26.2
30,126303,2014/05,4.8,177341,36188,-24.5,27327,-28.8
31,98976,2014/04,-16.8,141153,39042,-33.2,26084,-29.9
32,72892,2014/03,35.4,102111,42521,-26.3,31338,-28.6
33,41554,2014/02,25.8,59590,32629,-29.0,23151,-30.3
34,18403,2014/01,-7.7,26961,26961,-31.7,18403,-31.7
35,381041,2013/12,-15.9,440348,5753,246.6,19938,-13.5
36,361103,2013/11,-30.8,434595,41666,-43.1,23714,-16.9
37,337389,2013/10,-6.7,392929,37386,-8.3,34290,-14.1
38,303099,2013/09,26.4,355543,33163,10.8,36754,-14.8
39,266345,2013/08,-28.9,322380,41375,-29.7,29073,-17.4
40,237272,2013/07,114.8,281005,47925,-14.7,40894,-15.6
41,196378,2013/06,-47.4,233080,30850,-38.3,19037,-15.7
42,177341,2013/05,-7.3,202230,43057,-15.9,36188,-12.3
43,141153,2013/04,-8.2,159173,45546,-14.3,39042,-11.3
44,102111,2013/03,30.3,113627,45455,-6.4,42521,-10.1
45,59590,2013/02,21.0,68172,28491,14.5,32629,-12.6
46,26961,2013/01,0.0,39681,39681,-32.0,26961,-32.0
47,440348,2012/12,-86.2,581085,54900,-89.5,5753,-24.2
48,434595,2012/11,11.4,526185,59753,-30.3,41666,-17.4
49,392929,2012/10,12.7,466432,58738,-36.3,37386,-15.8
50,355543,2012/09,-19.8,407694,31004,7.0,33163,-12.8
51,322380,2012/08,-13.7,376690,34670,19.3,41375,-14.4
52,281005,2012/07,55.3,342020,49557,-3.3,47925,-17.8
53,233080,2012/06,-28.4,292463,38846,-20.6,30850,-20.3
54,202230,2012/05,-5.5,253617,51601,-16.5,43057,-20.3
55,159173,2012/04,0.2,202016,55822,-18.4,45546,-21.2
56,113627,2012/03,59.5,146194,54307,-16.3,45455,-22.3
57,68172,2012/02,-28.2,91887,45546,-37.4,28491,-25.8
58,39681,2012/01,-27.7,46341,46341,-14.4,39681,-14.4
59,581085,2011/12,-8.1,718008,74777,-26.6,54900,-19.1
60,526185,2011/11,1.7,643231,63193,-5.4,59753,-18.2
61,466432,2011/10,89.4,580038,61275,-4.1,58738,-19.6
62,407694,2011/09,-10.6,518763,68127,-54.5,31004,-21.4
63,376690,2011/08,-30.0,450636,59726,-42.0,34670,-16.4
64,342020,2011/07,27.6,390910,62468,-20.7,49557,-12.5
65,292463,2011/06,-24.7,328442,67017,-42.0,38846,-10.9
66,253617,2011/05,-7.6,261425,70319,-26.6,51601,-3.0
67,202016,2011/04,2.8,191106,57501,-2.9,55822,5.7
68,146194,2011/03,19.2,133605,52724,3.0,54307,9.4
69,91887,2011/02,-1.7,80881,40830,11.6,45546,13.6
70,46341,2011/01,-38.0,40051,40051,15.7,46341,15.7
