,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,4299624,2016/11,19.3,4241231,395406,4.2,411946,1.4
1,3887678,2016/10,-14.0,3845825,442973,-22.0,345382,1.1
2,3542296,2016/09,14.4,3402852,423189,-5.1,401789,4.1
3,3140507,2016/08,-20.4,2979663,431335,-18.5,351341,5.4
4,2789166,2016/07,15.3,2548328,376196,17.4,441574,9.4
5,2347592,2016/06,13.3,2172132,376005,1.9,383033,8.1
6,1964559,2016/05,-1.0,1796127,329542,2.6,338083,9.4
7,1626476,2016/04,-19.5,1466585,322423,5.9,341430,10.9
8,1285046,2016/03,32.6,1144162,395430,7.2,424030,12.3
9,861016,2016/02,-40.9,748732,370894,-13.8,319747,15.0
10,541269,2016/01,-1.5,377838,377838,43.3,541269,43.3
11,4790899,2015/12,39.0,4368921,449789,22.2,549668,9.7
12,4241231,2015/11,-10.7,3919132,321105,23.1,395406,8.2
13,3845825,2015/10,4.7,3598027,294804,50.3,442973,6.9
14,3402852,2015/09,-1.9,3303223,411247,2.9,423189,3.0
15,2979663,2015/08,14.7,2891976,336257,28.3,431335,3.0
16,2548328,2015/07,0.1,2555719,329384,14.2,376196,-0.3
17,2172132,2015/06,14.1,2226335,358785,4.8,376005,-2.4
18,1796127,2015/05,2.2,1867550,371926,-11.4,329542,-3.8
19,1466585,2015/04,-18.5,1495624,401043,-19.6,322423,-1.9
20,1144162,2015/03,6.6,1094581,407991,-3.1,395430,4.5
21,748732,2015/02,-1.8,686590,335819,10.4,370894,9.1
22,377838,2015/01,-16.0,350771,350771,7.7,377838,7.7
23,4368921,2014/12,40.1,3690911,354473,26.9,449789,18.4
24,3919132,2014/11,8.9,3336438,326543,-1.7,321105,17.5
25,3598027,2014/10,-28.3,3009895,309114,-4.6,294804,19.5
26,3303223,2014/09,22.3,2700781,400135,2.8,411247,22.3
27,2891976,2014/08,2.1,2300646,322040,4.4,336257,25.7
28,2555719,2014/07,-8.2,1978606,312578,5.4,329384,29.2
29,2226335,2014/06,-3.5,1666028,295116,21.6,358785,33.6
30,1867550,2014/05,-7.3,1370912,303520,22.5,371926,36.2
31,1495624,2014/04,-1.7,1067392,257403,55.8,401043,40.1
32,1094581,2014/03,21.5,809989,317115,28.7,407991,35.1
33,686590,2014/02,-4.3,492874,248999,34.9,335819,39.3
34,350771,2014/01,-1.0,243875,243875,43.8,350771,43.8
35,3690911,2013/12,8.6,2802263,257724,37.5,354473,31.7
36,3336438,2013/11,5.6,2544539,221106,47.7,326543,31.1
37,3009895,2013/10,-22.7,2323433,281844,9.7,309114,29.5
38,2700781,2013/09,24.3,2041589,256916,55.7,400135,32.3
39,2300646,2013/08,3.0,1784673,248730,29.5,322040,28.9
40,1978606,2013/07,5.9,1535943,193064,61.9,312578,28.8
41,1666028,2013/06,-2.8,1342879,252789,16.7,295116,24.1
42,1370912,2013/05,17.9,1090090,262824,15.5,303520,25.8
43,1067392,2013/04,-18.8,827266,248005,3.8,257403,29.0
44,809989,2013/03,27.4,579261,227747,39.2,317115,39.8
45,492874,2013/02,2.1,351514,190723,30.5,249000,40.2
46,243874,2013/01,0.0,160791,160791,51.7,243874,51.7
47,1705602,2012/12,-8.6,1656705,146038,-13.3,126678,3.0
48,1578924,2012/11,-20.1,1510667,112981,22.6,138559,4.5
49,1440365,2012/10,0.6,1397686,121570,42.6,173368,3.0
50,1266997,2012/09,2.8,1276115,170173,1.3,172345,-0.7
51,1094652,2012/08,57.8,1105943,139438,20.2,167608,-1.0
52,927045,2012/07,-28.9,966504,105134,1.0,106232,-4.1
53,820812,2012/06,6.4,861371,146868,1.8,149509,-4.7
54,671303,2012/05,-18.4,714502,153677,-8.6,140524,-6.0
55,530779,2012/04,16.6,560826,148291,16.1,172252,-5.3
56,358526,2012/03,24.0,412535,157857,-6.4,147711,-13.1
57,210816,2012/02,30.0,254677,119586,-0.4,119152,-17.2
58,91664,2012/01,-37.2,135091,135091,-32.1,91664,-32.1
59,1656705,2011/12,29.3,1751335,125862,16.0,146038,-5.4
60,1510667,2011/11,-7.1,1625473,142970,-21.0,112981,-7.1
61,1397686,2011/10,-28.6,1482502,139774,-13.0,121570,-5.7
62,1276115,2011/09,22.0,1342728,171406,-0.7,170173,-5.0
63,1105943,2011/08,32.6,1171323,182042,-23.4,139438,-5.6
64,966504,2011/07,-28.4,989280,149332,-29.6,105134,-2.3
65,861371,2011/06,-4.4,839948,157285,-6.6,146869,2.5
66,714502,2011/05,3.6,682663,151477,1.5,153677,4.7
67,560826,2011/04,-6.1,531186,145806,1.7,148291,5.6
68,412535,2011/03,32.0,385380,150826,4.7,157857,7.0
69,254677,2011/02,-11.5,234554,121325,-1.4,119586,8.6
70,135091,2011/01,7.3,113229,113229,19.3,135091,19.3
