,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,138558,2016/11,0.5,166090,12004,-8.8,10952,-16.6
1,127606,2016/10,-31.0,154086,18588,-41.4,10894,-17.2
2,116712,2016/09,16.2,135498,7070,123.4,15796,-13.9
3,100916,2016/08,5.8,128428,15561,-12.6,13592,-21.4
4,87324,2016/07,-30.9,112867,13062,-1.7,12843,-22.6
5,74481,2016/06,61.9,99805,17660,5.3,18587,-25.4
6,55894,2016/05,-20.8,82145,16872,-31.9,11483,-32.0
7,53322,2016/04,-4.9,65273,17675,-18.0,14500,-18.3
8,29911,2016/03,228.1,47598,14332,6.4,15243,-37.2
9,14668,2016/02,-53.6,33266,20883,-77.8,4646,-55.9
10,10022,2016/01,-2.8,12383,12383,-19.1,10022,-19.1
11,176400,2015/12,-14.1,445027,40187,-74.3,10310,-60.4
12,166090,2015/11,-35.4,404840,36749,-67.3,12004,-59.0
13,154086,2015/10,162.9,368090,40256,-53.8,18588,-58.1
14,135498,2015/09,-54.6,327834,34064,-79.2,7070,-58.7
15,128428,2015/08,19.1,293770,36080,-56.9,15561,-56.3
16,112867,2015/07,-26.0,257690,44822,-70.9,13062,-56.2
17,99805,2015/06,4.7,212868,29006,-39.1,17660,-53.1
18,82145,2015/05,-4.5,183862,30828,-45.3,16872,-55.3
19,65273,2015/04,23.3,153034,41013,-56.9,17675,-57.3
20,47598,2015/03,-31.4,112021,42716,-66.4,14332,-57.5
21,33266,2015/02,68.6,69305,32004,-34.8,20883,-52.0
22,12383,2015/01,-69.2,37301,37301,-66.8,12383,-66.8
23,445027,2014/12,9.4,500902,51450,-21.9,40187,-11.1
24,404840,2014/11,-8.7,449452,42742,-14.0,36749,-9.9
25,368091,2014/10,18.2,406710,37145,8.4,40256,-9.5
26,327835,2014/09,-5.6,369565,39914,-14.7,34064,-11.3
27,293771,2014/08,-19.5,329651,37117,-2.8,36080,-10.9
28,257691,2014/07,54.5,292534,40702,10.1,44822,-11.9
29,212869,2014/06,-5.9,251832,42934,-32.4,29006,-15.5
30,183863,2014/05,-24.8,208898,40641,-24.1,30828,-12.0
31,153035,2014/04,-4.0,168257,43632,-6.0,41013,-9.1
32,112022,2014/03,33.5,124625,40070,6.6,42716,-10.1
33,69306,2014/02,-14.2,84555,30652,4.4,32005,-18.0
34,37301,2014/01,-27.5,53903,53903,-30.8,37301,-30.8
35,500902,2013/12,20.4,520977,50347,2.2,51450,-3.8
36,449452,2013/11,15.1,470630,39977,6.9,42742,-4.5
37,406710,2013/10,-6.9,430653,37596,-1.2,37145,-5.6
38,369565,2013/09,7.5,393057,44568,-10.4,39914,-6.0
39,329651,2013/08,-8.8,348489,48151,-22.9,37117,-5.4
40,292533,2013/07,-5.2,300338,36220,12.4,40702,-2.6
41,251831,2013/06,5.6,264118,43278,-0.8,42934,-4.7
42,208898,2013/05,-6.8,220840,43594,-6.8,40641,-5.4
43,168257,2013/04,8.9,177246,45502,-4.1,43632,-5.1
44,124625,2013/03,30.7,131744,55104,-27.3,40070,-5.4
45,84555,2013/02,-43.1,76639,42263,-27.5,30652,10.3
46,53903,2013/01,0.0,34376,34376,56.8,53903,56.8
47,511698,2012/12,24.4,442722,51738,-4.1,49637,15.6
48,462061,2012/11,8.5,390984,35644,12.0,39911,18.2
49,422150,2012/10,-17.5,355339,52444,-29.8,36790,18.8
50,385381,2012/09,-7.1,302896,37510,18.9,44589,27.2
51,340792,2012/08,33.0,265386,31876,50.6,48018,28.4
52,292774,2012/07,-7.9,233510,35604,1.4,36088,25.4
53,256686,2012/06,-9.9,197906,35448,10.5,39179,29.7
54,217507,2012/05,-2.1,162457,42381,2.6,43479,33.9
55,174028,2012/04,-18.6,120077,35343,25.7,44429,44.9
56,129599,2012/03,29.6,84733,30082,81.4,54557,52.9
57,75042,2012/02,27.7,54651,26070,61.4,42087,37.3
58,32955,2012/01,-36.3,28581,28581,15.3,32955,15.3
59,442722,2011/12,45.2,515228,34189,51.3,51738,-14.1
60,390984,2011/11,-32.0,481039,35185,1.3,35644,-18.7
61,355339,2011/10,39.8,445853,39868,31.5,52444,-20.3
62,302896,2011/09,17.7,405985,44781,-16.2,37510,-25.4
63,265386,2011/08,-10.5,361204,56377,-43.5,31876,-26.5
64,233510,2011/07,0.4,304826,39667,-10.2,35604,-23.4
65,197906,2011/06,-16.4,265159,43912,-19.3,35448,-25.4
66,162457,2011/05,19.9,221247,49184,-13.8,42381,-26.6
67,120077,2011/04,17.5,172064,44069,-19.8,35343,-30.2
68,84733,2011/03,15.4,127994,42646,-29.5,30082,-33.8
69,54651,2011/02,-8.8,85347,36783,-29.1,26070,-36.0
70,28581,2011/01,-16.4,48564,48564,-41.1,28581,-41.1
