,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,826131,2016/11,-33.0,873998,57265,14.3,65476,-5.5
1,760655,2016/10,50.3,816731,72852,34.2,97741,-6.9
2,662914,2016/09,-9.8,743879,77156,-15.7,65028,-10.9
3,597885,2016/08,9.4,666723,64076,12.6,72126,-10.3
4,525759,2016/07,48.5,602647,79955,-17.5,65961,-12.8
5,459798,2016/06,-42.3,522692,68790,-35.5,44404,-12.0
6,415394,2016/05,-16.7,453902,84648,-9.1,76901,-8.5
7,338493,2016/04,-23.1,369254,114537,-19.4,92354,-8.3
8,246139,2016/03,131.3,254717,112446,6.8,120114,-3.4
9,126025,2016/02,-29.9,142271,58727,-11.6,51921,-11.4
10,74104,2016/01,-11.2,83544,83544,-11.3,74104,-11.3
11,957439,2015/12,45.7,1147855,101623,-17.9,83441,-16.6
12,873998,2015/11,-21.4,1046233,92832,-38.3,57265,-16.5
13,816732,2015/10,-5.6,953401,95661,-23.8,72852,-14.3
14,743880,2015/09,20.4,857740,111882,-31.0,77156,-13.3
15,666723,2015/08,-19.9,745858,93792,-31.7,64076,-10.6
16,602648,2015/07,16.2,652066,72648,10.1,79955,-7.6
17,522692,2015/06,-18.7,579418,79948,-14.0,68790,-9.8
18,453903,2015/05,-26.1,499470,115869,-27.0,84648,-9.1
19,369254,2015/04,1.9,383601,131313,-12.8,114537,-3.7
20,254717,2015/03,91.5,252288,104888,7.2,112446,1.0
21,142271,2015/02,-29.7,147400,70732,-17.0,58727,-3.5
22,83544,2015/01,-17.8,76668,76668,9.0,83544,9.0
23,1147855,2014/12,9.5,942389,62305,63.1,101623,21.8
24,1046232,2014/11,-3.0,880084,74631,24.4,92832,18.9
25,953400,2014/10,-14.5,805453,79002,21.1,95661,18.4
26,857739,2014/09,19.3,726450,77531,44.3,111882,18.1
27,745858,2014/08,29.1,648919,86935,7.9,93792,14.9
28,652065,2014/07,-9.1,561984,51959,39.8,72648,16.0
29,579418,2014/06,-31.0,510025,69288,15.4,79948,13.6
30,499470,2014/05,-11.8,440737,119521,-3.1,115869,13.3
31,383601,2014/04,25.2,321216,106494,23.3,131313,19.4
32,252288,2014/03,48.3,214722,88252,18.9,104888,17.5
33,147400,2014/02,-7.7,126470,53197,33.0,70732,16.5
34,76668,2014/01,23.0,73273,73273,4.6,76668,4.6
35,942389,2013/12,-16.5,873997,61849,0.7,62305,7.8
36,880084,2013/11,-5.5,812149,47625,56.7,74631,8.4
37,805453,2013/10,1.9,764524,69838,13.1,79002,5.3
38,726451,2013/09,-10.8,694686,68714,12.8,77531,4.6
39,648921,2013/08,67.3,625972,73724,17.9,86935,3.7
40,561986,2013/07,-25.0,552247,70010,-25.8,51959,1.8
41,510026,2013/06,-42.0,482237,55160,25.6,69288,5.8
42,440738,2013/05,12.2,427077,74452,60.5,119521,3.2
43,321217,2013/04,20.7,352625,92005,15.7,106494,-8.9
44,214723,2013/03,65.9,260619,109222,-19.2,88252,-17.6
45,126470,2013/02,-27.4,151397,92339,-42.4,53197,-16.5
46,73273,2013/01,0.0,59058,59058,24.1,73273,24.1
47,873997,2012/12,29.9,979147,71133,-13.1,61849,-10.7
48,812149,2012/11,-31.8,908014,54673,-12.9,47625,-10.6
49,764524,2012/10,1.6,853341,54654,27.8,69838,-10.4
50,694686,2012/09,-6.8,798688,80187,-14.3,68714,-13.0
51,625972,2012/08,5.3,718501,72641,1.5,73724,-12.9
52,552247,2012/07,26.9,645859,59821,17.0,70010,-14.5
53,482237,2012/06,-25.9,586038,78019,-29.3,55160,-17.7
54,427077,2012/05,-19.1,508019,116505,-36.1,74452,-15.9
55,352625,2012/04,-15.8,391514,117703,-21.8,92005,-9.9
56,260619,2012/03,18.3,273811,127386,-14.3,109222,-4.8
57,151397,2012/02,56.3,146425,81809,12.9,92339,3.4
58,59058,2012/01,-17.0,64616,64616,-8.6,59058,-8.6
59,979147,2011/12,30.1,931962,66585,6.8,71133,5.1
60,908014,2011/11,0.0,865376,60861,-10.2,54673,4.9
61,853341,2011/10,-31.8,804516,66958,-18.4,54654,6.1
62,798688,2011/09,10.4,737449,93041,-13.8,80187,8.3
63,718501,2011/08,21.4,644275,71366,1.8,72641,11.5
64,645859,2011/07,-23.3,564637,57406,4.2,59821,14.4
65,586038,2011/06,-33.0,507232,59444,31.2,78019,15.5
66,508019,2011/05,-1.0,447788,111423,4.6,116505,13.4
67,391514,2011/04,-7.6,336364,115238,2.1,117703,16.4
68,273811,2011/03,55.7,221126,98905,28.8,127386,23.8
69,146425,2011/02,26.6,122221,58155,40.7,81809,19.8
70,64616,2011/01,-3.0,64066,64066,0.9,64616,0.9
