,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,2114451,2016/11,14.2,1058646,106326,138.3,253379,99.7
1,1861072,2016/10,6.7,952321,91075,143.6,221848,95.4
2,1639224,2016/09,-35.4,861246,86816,139.5,207911,90.3
3,1431313,2016/08,7.2,774430,103235,211.9,321936,84.8
4,1109377,2016/07,39.7,671195,116258,158.2,300226,65.3
5,809151,2016/06,-3.0,554937,97153,121.2,214930,45.8
6,594221,2016/05,95.9,457784,95840,131.1,221463,29.8
7,372758,2016/04,23.6,361944,99551,13.6,113059,3.0
8,259699,2016/03,84.4,262393,104249,-12.2,91496,-1.0
9,168204,2016/02,-58.2,158144,57724,-14.1,49605,6.4
10,118598,2016/01,12.4,100420,100420,18.1,118598,18.1
11,1164182,2015/12,-0.7,1136229,114759,-8.0,105536,2.5
12,1058646,2015/11,16.8,1021467,83464,27.4,106326,3.6
13,952320,2015/10,4.9,938003,82967,9.8,91075,1.5
14,861246,2015/09,-15.9,855036,90818,-4.4,86816,0.7
15,774430,2015/08,-11.2,764218,83883,23.1,103235,1.3
16,671194,2015/07,19.7,680335,105211,10.5,116258,-1.3
17,554937,2015/06,1.4,575124,102287,-5.0,97153,-3.5
18,457784,2015/05,-3.7,472837,112898,-15.1,95840,-3.2
19,361944,2015/04,-4.5,359939,103453,-3.8,99551,0.6
20,262394,2015/03,80.6,256486,101538,2.7,104249,2.3
21,158144,2015/02,-42.5,154948,55560,3.9,57724,2.1
22,100420,2015/01,-12.5,99388,99388,1.0,100420,1.0
23,1136229,2014/12,37.5,1018015,95190,20.6,114759,11.6
24,1021470,2014/11,0.6,922824,89699,-6.9,83464,10.7
25,938005,2014/10,-8.6,833125,87148,-4.8,82967,12.6
26,855038,2014/09,8.3,745978,90717,0.1,90818,14.6
27,764220,2014/08,-20.3,655261,79241,5.9,83883,16.6
28,680337,2014/07,2.9,576020,92983,13.1,105211,18.1
29,575125,2014/06,-9.4,483037,88419,15.7,102287,19.1
30,472838,2014/05,9.1,394618,95755,17.9,112898,19.8
31,359940,2014/04,1.9,298863,89930,15.0,103453,20.4
32,256487,2014/03,82.8,208933,76139,33.4,101538,22.8
33,154949,2014/02,-44.1,132794,43275,28.4,55560,16.7
34,99388,2014/01,4.4,89519,89519,11.0,99388,11.0
35,1018015,2013/12,6.1,814319,63017,51.0,95190,25.0
36,922824,2013/11,2.9,751302,66281,35.3,89699,22.8
37,833125,2013/10,-3.9,685021,58805,48.2,87148,21.6
38,745978,2013/09,14.5,626217,75315,20.5,90717,19.1
39,655261,2013/08,-14.8,550902,81400,-2.7,79241,18.9
40,576019,2013/07,5.2,469502,73356,26.8,92983,22.7
41,483036,2013/06,-7.7,396146,75950,16.4,88419,21.9
42,394617,2013/05,6.5,320195,71269,34.3,95755,23.2
43,298862,2013/04,18.1,248926,67399,33.4,89930,20.1
44,208932,2013/03,75.9,181527,68044,11.9,76139,15.1
45,132793,2013/02,-51.7,113483,58151,-25.6,43275,17.0
46,89519,2013/01,0.0,55333,55333,61.8,89519,61.8
47,374084,2012/12,1.1,396584,30595,-3.6,29491,-5.7
48,344592,2012/11,-0.2,365988,32494,-10.2,29176,-5.8
49,315417,2012/10,10.8,333494,29187,0.2,29238,-5.4
50,286178,2012/09,-31.1,304307,39182,-32.6,26392,-5.9
51,259786,2012/08,12.7,265125,33989,12.7,38320,-2.0
52,221466,2012/07,-11.6,231137,37390,-9.1,33994,-4.2
53,187472,2012/06,39.3,193747,39930,-3.7,38465,-3.2
54,149007,2012/05,1.8,153818,38284,-27.9,27621,-3.1
55,121385,2012/04,-22.6,115533,32703,-17.1,27122,5.1
56,94264,2012/03,15.6,82830,36111,-3.0,35026,13.8
57,59238,2012/02,4.8,46719,16955,78.8,30312,26.8
58,28926,2012/01,-5.4,29763,29763,-2.8,28926,-2.8
59,396584,2011/12,-5.8,342921,28332,8.0,30595,15.6
60,365988,2011/11,11.3,314589,24928,30.4,32494,16.3
61,333494,2011/10,-25.5,289661,25597,14.0,29187,15.1
62,304307,2011/09,15.3,264064,23895,64.0,39182,15.2
63,265125,2011/08,-9.1,240169,27025,25.8,33989,10.4
64,231137,2011/07,-6.4,213145,32318,15.7,37390,8.4
65,193747,2011/06,4.3,180826,35825,11.4,39930,7.1
66,153818,2011/05,17.1,145002,31649,21.0,38284,6.1
67,115533,2011/04,-9.4,113353,35659,-8.3,32703,1.9
68,82830,2011/03,113.0,77693,31731,13.8,36111,6.6
69,46719,2011/02,-43.0,45962,15519,9.3,16955,1.6
70,29763,2011/01,5.1,30443,30443,-2.2,29763,-2.2
