,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,2716291,2016/11,-17.7,2732528,212850,1.9,216836,-0.6
1,2499455,2016/10,-6.6,2519678,338062,-22.1,263338,-0.8
2,2241511,2016/09,-6.4,2181616,274667,2.7,282001,2.8
3,1959510,2016/08,28.5,1906949,241201,24.9,301237,2.8
4,1658273,2016/07,-8.1,1665748,239389,-2.1,234355,-0.4
5,1423918,2016/06,-5.4,1426359,237162,7.5,254957,-0.2
6,1168961,2016/05,5.3,1189197,272439,-1.1,269417,-1.7
7,899544,2016/04,0.3,916758,269119,-4.9,255939,-1.9
8,643606,2016/03,33.8,647639,236820,7.8,255236,-0.6
9,388366,2016/02,-3.4,410819,228561,-16.5,190799,-5.5
10,197567,2016/01,-44.6,182258,182258,8.4,197567,8.4
11,3089423,2015/12,67.7,3510618,360229,-0.9,356894,-12.0
12,2732528,2015/11,-37.0,3250391,279870,-24.0,212850,-13.3
13,2519678,2015/10,23.1,2970519,275601,22.7,338062,-12.2
14,2181616,2015/09,13.9,2694918,287373,-4.4,274667,-19.0
15,1906949,2015/08,0.8,2407545,463422,-48.0,241201,-20.8
16,1665748,2015/07,0.9,1944123,353580,-32.3,239389,-14.3
17,1426359,2015/06,-12.9,1590543,250730,-5.4,237162,-10.3
18,1189197,2015/05,1.2,1339813,286210,-4.8,272439,-11.2
19,916758,2015/04,13.6,1053603,295431,-8.9,269119,-13.0
20,647638,2015/03,3.6,758172,274446,-13.7,236820,-14.6
21,410819,2015/02,25.4,483726,206733,10.6,228561,-15.1
22,182258,2015/01,-43.1,276993,276993,-34.2,182258,-34.2
23,3470449,2014/12,14.4,3698846,344994,-7.2,320060,-6.2
24,3150389,2014/11,1.5,3353852,325473,-14.0,279870,-6.1
25,2870519,2014/10,-4.1,3028379,419998,-34.4,275601,-5.2
26,2694918,2014/09,-38.0,2608081,307495,-6.5,287373,3.3
27,2407544,2014/08,31.1,2300586,277595,66.9,463422,4.6
28,1944126,2014/07,41.0,2022991,273706,29.2,353582,-3.9
29,1590543,2014/06,-12.4,1749285,304979,-17.8,250730,-9.1
30,1339813,2014/05,-3.1,1444306,358476,-20.2,286210,-7.2
31,1026119,2014/04,8.0,1085830,302010,-2.2,295431,-5.5
32,730721,2014/03,34.2,783820,296401,-7.7,273532,-6.8
33,454294,2014/02,-18.6,487419,224248,-9.1,203837,-6.8
34,250457,2014/01,-26.9,263171,263171,-4.8,250457,-4.8
35,3696907,2013/12,5.2,3121015,835879,-59.0,342420,18.5
36,3352125,2013/11,-22.3,2307427,229503,41.8,325473,45.3
37,3026652,2013/10,36.6,2077924,204755,104.5,418668,45.7
38,2607962,2013/09,10.4,1880522,188433,62.6,306463,38.7
39,2301500,2013/08,1.5,1692089,189963,46.1,277595,36.0
40,2023918,2013/07,-10.5,1502127,183615,49.0,273519,34.7
41,1750399,2013/06,-14.8,1318512,267372,14.3,305591,32.8
42,1444181,2013/05,18.7,1051140,248597,44.2,358476,37.4
43,1085705,2013/04,1.9,802543,232896,29.7,302010,35.3
44,783820,2013/03,32.2,569647,224327,32.1,296401,37.6
45,487419,2013/02,-14.8,345320,164054,36.7,224248,41.1
46,263171,2013/01,0.0,181266,181266,45.2,263171,45.2
47,1946851,2012/12,14.5,2137438,190145,-7.5,175900,-8.9
48,1770951,2012/11,-0.4,1947293,188722,-18.6,153610,-9.1
49,1617341,2012/10,6.0,1758571,155317,-0.7,154273,-8.0
50,1463068,2012/09,5.3,1603254,167610,-13.2,145497,-8.7
51,1317571,2012/08,2.1,1435644,156386,-11.7,138143,-8.2
52,1179428,2012/07,-22.9,1279258,142515,-5.1,135255,-7.8
53,1044173,2012/06,-6.0,1136743,201678,-13.0,175531,-8.1
54,868642,2012/05,2.2,935065,196354,-4.9,186665,-7.1
55,681977,2012/04,-5.9,738711,209817,-12.9,182641,-7.7
56,499336,2012/03,32.0,528894,201388,-3.6,194156,-5.6
57,305180,2012/02,-6.9,327506,146562,0.4,147098,-6.8
58,158082,2012/01,-16.9,180944,180944,-12.6,158082,-12.6
59,2137438,2011/12,0.8,2023410,199102,-4.5,190145,5.6
60,1947293,2011/11,21.5,1824308,149735,26.0,188722,6.7
61,1758571,2011/10,-7.3,1674573,172917,-10.2,155317,5.0
62,1603254,2011/09,7.2,1501656,170445,-1.7,167610,6.8
63,1435644,2011/08,9.7,1331211,162777,-3.9,156386,7.8
64,1279258,2011/07,-29.3,1168434,169862,-16.1,142515,9.5
65,1136743,2011/06,2.7,998572,185372,8.8,201678,13.8
66,935065,2011/05,-6.4,813200,162599,20.8,196354,15.0
67,738711,2011/04,4.2,650601,209511,0.1,209817,13.5
68,528894,2011/03,37.4,441090,197344,2.0,201388,19.9
69,327506,2011/02,-19.0,243746,101951,43.8,146562,34.4
70,180944,2011/01,-9.1,141795,141795,27.6,180944,27.6
