,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,88100,2016/11,0.0,1737758,8250,-5.0,7834,-94.9
1,80266,2016/10,-1.3,1729509,8267,-5.3,7832,-95.4
2,72434,2016/09,0.1,1721242,8280,-4.2,7936,-95.8
3,64498,2016/08,-0.9,1712962,8255,-3.9,7931,-96.2
4,56567,2016/07,2.4,1704707,8327,-3.9,8002,-96.7
5,48564,2016/06,-3.7,1696380,1217844,-99.4,7815,-97.1
6,40749,2016/05,-0.6,478536,9881,-17.9,8114,-91.5
7,32635,2016/04,0.6,468655,9841,-17.1,8160,-93.0
8,24475,2016/03,0.1,458814,174884,-95.4,8114,-94.7
9,16361,2016/02,-1.9,283930,9653,-16.1,8103,-94.2
10,8258,2016/01,-0.5,274277,274277,-97.0,8258,-97.0
11,1746060,2015/12,0.6,3122422,13779,-39.8,8302,-44.1
12,1737758,2015/11,-0.2,3108643,79299,-89.6,8250,-44.1
13,1729508,2015/10,-0.2,3029345,52055,-84.1,8267,-42.9
14,1721241,2015/09,0.3,2977290,217982,-96.2,8280,-42.2
15,1712962,2015/08,-0.9,2759308,203866,-95.9,8255,-37.9
16,1704707,2015/07,-99.3,2555442,465783,-98.2,8327,-33.3
17,1696380,2015/06,12225.1,2089659,650252,87.3,1217844,-18.8
18,478536,2015/05,0.4,1439407,712011,-98.6,9881,-66.8
19,468655,2015/04,-94.4,727396,640554,-98.5,9841,-35.6
20,458814,2015/03,1711.7,86842,36211,383.0,174884,428.3
21,283930,2015/02,-96.5,50631,8149,18.5,9653,460.8
22,274277,2015/01,1890.5,42482,42482,545.6,274277,545.6
23,3122422,2014/12,-82.6,505489,73821,-81.3,13779,517.7
24,3108643,2014/11,52.3,431669,46510,70.5,79299,620.2
25,3029344,2014/10,-76.1,385159,8139,539.6,52055,686.5
26,2977289,2014/09,6.9,377021,37901,475.1,217982,689.7
27,2759307,2014/08,-56.2,339120,8139,2404.8,203866,713.7
28,2555441,2014/07,-28.4,330981,8110,5643.3,465783,672.1
29,2089658,2014/06,-8.7,322871,110959,486.0,650252,547.2
30,1439407,2014/05,11.2,211912,41396,1620.0,712011,579.3
31,727396,2014/04,1668.9,170516,73079,776.5,640554,326.6
32,86841,2014/03,344.4,97437,82156,-55.9,36211,-10.9
33,50630,2014/02,-80.8,15281,6516,25.0,8148,231.3
34,42482,2014/01,-42.5,8765,8765,384.7,42482,384.7
35,505489,2013/12,58.7,3898451,160048,-53.9,73820,-87.0
36,431669,2013/11,471.4,3738403,91200,-49.0,46510,-88.4
37,385159,2013/10,-78.5,3647203,145027,-94.4,8139,-89.4
38,377020,2013/09,365.7,3502176,227623,-83.3,37901,-89.2
39,339120,2013/08,0.3,3274553,269428,-97.0,8139,-89.6
40,330981,2013/07,-92.7,3005125,212643,-96.2,8110,-89.0
41,322871,2013/06,168.0,2792482,1242202,-91.1,110959,-88.4
42,211912,2013/05,-43.3,1550280,1124640,-96.3,41396,-86.3
43,170516,2013/04,-11.0,425640,155279,-52.9,73079,-59.9
44,97437,2013/03,1160.8,270361,197663,-58.4,82156,-64.0
45,15281,2013/02,-25.6,72698,39253,-83.4,6516,-79.0
46,8765,2013/01,0.0,33445,33445,-73.8,8765,-73.8
47,3898451,2012/12,75.5,1793470,155743,2.8,160048,117.4
48,3738403,2012/11,-37.1,1637727,150220,-39.3,91200,128.3
49,3647203,2012/10,-36.3,1487507,71420,103.1,145027,145.2
50,3502176,2012/09,-15.5,1416087,212971,6.9,227623,147.3
51,3274553,2012/08,26.7,1203116,183269,47.0,269428,172.2
52,3005125,2012/07,-82.9,1019847,75345,182.2,212643,194.7
53,2792482,2012/06,10.4,944502,16913,7244.6,1242202,195.6
54,1550280,2012/05,624.3,927589,4351,25747.8,1124640,67.1
55,425640,2012/04,-21.4,923238,3144,4838.9,155279,-53.9
56,270361,2012/03,403.6,920094,253016,-21.9,197663,-70.6
57,72698,2012/02,17.4,667078,245726,-84.0,39253,-89.1
58,33445,2012/01,-80.3,421352,421352,-92.1,33445,-92.1
59,1793470,2011/12,3.7,1720451,580977,-73.2,155743,4.2
60,1637727,2011/11,110.3,1139474,63684,135.9,150220,43.7
61,1487506,2011/10,-66.5,1075790,63323,12.8,71419,38.3
62,1416087,2011/09,16.2,1012467,74448,186.1,212971,39.9
63,1203116,2011/08,143.2,938019,187165,-2.1,183269,28.3
64,1019847,2011/07,345.5,750854,139222,-45.9,75345,35.8
65,944502,2011/06,288.7,611632,120210,-85.9,16913,54.4
66,927589,2011/05,38.4,491422,133823,-96.7,4351,88.8
67,923238,2011/04,-98.8,357599,139146,-97.7,3144,158.2
68,920094,2011/03,3.0,218453,139390,81.5,253016,321.2
69,667078,2011/02,-41.7,79063,40239,510.7,245726,743.7
70,421352,2011/01,-27.5,38824,38824,985.3,421352,985.3
