,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,2128743,2016/11,22.3,2254556,198124,0.4,198895,-5.6
1,1929848,2016/10,-20.4,2056431,199423,-18.4,162677,-6.2
2,1767171,2016/09,10.4,1857008,214025,-4.5,204477,-4.8
3,1562694,2016/08,-9.8,1642983,230470,-19.7,185123,-4.9
4,1377570,2016/07,8.6,1412513,205908,-0.3,205217,-2.5
5,1172354,2016/06,-2.3,1206605,231345,-18.4,188904,-2.8
6,983449,2016/05,-6.6,975260,214279,-9.8,193389,0.8
7,790061,2016/04,0.7,760981,186350,11.1,207083,3.8
8,582978,2016/03,18.8,574631,243790,-15.7,205584,1.5
9,377394,2016/02,-15.3,330841,158288,9.3,173064,14.1
10,204331,2016/01,-0.9,172553,172553,18.4,204331,18.4
11,2460846,2015/12,4.1,2657537,215640,-4.3,206290,-7.4
12,2254556,2015/11,-0.6,2441897,208640,-5.0,198124,-7.7
13,2056432,2015/10,-6.8,2233256,228354,-12.7,199423,-7.9
14,1857008,2015/09,-7.1,2004902,247567,-13.6,214025,-7.4
15,1642983,2015/08,11.9,1757335,218162,5.6,230470,-6.5
16,1412514,2015/07,-11.0,1539173,227044,-9.3,205908,-8.2
17,1206606,2015/06,8.0,1312129,217047,6.6,231345,-8.0
18,975261,2015/05,15.0,1095082,233776,-8.3,214279,-10.9
19,760981,2015/04,-23.6,861306,210742,-11.6,186350,-11.6
20,574631,2015/03,54.0,650564,239897,1.6,243790,-11.7
21,330841,2015/02,-8.3,410667,206900,-23.5,158288,-19.4
22,172553,2015/01,-20.0,203767,203767,-15.3,172553,-15.3
23,2657537,2014/12,3.4,2336018,209543,2.9,215640,13.8
24,2441897,2014/11,-8.6,2126474,216363,-3.6,208640,14.8
25,2233257,2014/10,-7.8,1910111,211264,8.1,228354,16.9
26,2004903,2014/09,13.5,1698848,226726,9.2,247567,18.0
27,1757336,2014/08,-3.9,1472122,194138,12.4,218162,19.4
28,1539174,2014/07,4.6,1277984,201634,12.6,227044,20.4
29,1312130,2014/06,-7.2,1076350,206734,5.0,217047,21.9
30,1095083,2014/05,10.9,869616,187177,24.9,233776,25.9
31,861307,2014/04,-12.1,682439,189393,11.3,210742,26.2
32,650647,2014/03,15.9,493046,174704,37.3,239897,32.0
33,410667,2014/02,1.5,318342,134337,54.0,206901,29.0
34,203767,2014/01,-2.8,184005,184005,10.7,203767,10.7
35,2336018,2013/12,-3.2,2012096,145850,43.7,209543,16.1
36,2126474,2013/11,2.4,1869734,143178,51.1,216363,13.7
37,1910111,2013/10,-6.8,1726740,199409,5.9,211264,10.6
38,1698847,2013/09,16.8,1527474,157500,44.0,226726,11.2
39,1472121,2013/08,-3.7,1369783,171668,13.1,194138,7.5
40,1277983,2013/07,-2.5,1197287,180531,11.7,201634,6.7
41,1076349,2013/06,10.4,1025201,174838,18.2,206734,5.0
42,869615,2013/05,-1.2,850021,169723,10.3,187177,2.3
43,682439,2013/04,8.4,680635,178164,6.3,189393,0.3
44,493046,2013/03,30.0,502378,167724,4.2,174704,-1.9
45,318342,2013/02,-27.0,334540,159776,-15.9,134337,-4.8
46,184005,2013/01,0.0,174742,174742,5.3,184005,5.3
47,1278404,2012/12,31.1,1483154,128092,-3.6,123432,-13.8
48,1154972,2012/11,-10.6,1355062,133256,-29.4,94137,-14.8
49,1060835,2012/10,29.9,1221806,107566,-2.1,105272,-13.2
50,955563,2012/09,-29.8,1114240,120340,-32.7,81021,-14.2
51,874542,2012/08,31.3,993899,143524,-19.6,115429,-12.0
52,759113,2012/07,-10.6,850376,132760,-33.8,87896,-10.7
53,671217,2012/06,-18.5,717616,110450,-11.0,98316,-6.5
54,572900,2012/05,12.6,607166,136127,-11.4,120589,-5.6
55,452311,2012/04,-10.1,471040,119968,-10.8,107062,-4.0
56,345249,2012/03,10.1,351072,106154,12.2,119140,-1.6
57,226108,2012/02,-8.1,244918,102074,6.0,108249,-7.7
58,117859,2012/01,-8.0,142845,142845,-17.5,117859,-17.5
59,1483154,2011/12,-3.9,1420526,103147,24.2,128092,4.4
60,1355062,2011/11,23.9,1317378,134431,-0.9,133256,2.9
61,1221806,2011/10,-10.6,1182947,130826,-17.8,107566,3.3
62,1114240,2011/09,-16.1,1052121,134773,-10.7,120341,5.9
63,993900,2011/08,8.1,917348,155701,-7.8,143524,8.3
64,850376,2011/07,20.2,761647,142945,-7.1,132759,11.6
65,717616,2011/06,-18.9,618703,87767,25.8,110450,16.0
66,607166,2011/05,13.5,530936,128442,6.0,136127,14.4
67,471040,2011/04,13.0,402494,135606,-11.5,119968,17.0
68,351072,2011/03,4.0,266888,97009,9.4,106154,31.5
69,244918,2011/02,-28.5,169878,70425,44.9,102069,44.2
70,142845,2011/01,38.5,99453,99453,43.6,142845,43.6
