,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,2352100,2016/11,-9.2,1985930,214518,20.0,257386,18.4
1,2094714,2016/10,4.4,1771412,208085,36.2,283348,18.3
2,1811366,2016/09,13.8,1563327,211127,28.6,271516,15.9
3,1539850,2016/08,8.7,1352200,208841,14.3,238675,13.9
4,1301175,2016/07,18.6,1143359,191459,14.7,219652,13.8
5,1081523,2016/06,3.9,951900,136568,35.6,185149,13.6
6,896374,2016/05,2.6,815332,142398,25.2,178262,9.9
7,718112,2016/04,-14.6,672934,182468,-4.8,173688,6.7
8,544424,2016/03,61.4,490466,167630,21.4,203499,11.0
9,340925,2016/02,-41.3,322836,125405,0.5,126057,5.6
10,214868,2016/01,-9.5,197431,197431,8.8,214868,8.8
11,2223423,2015/12,10.7,2437469,205996,15.3,237493,-8.8
12,1985930,2015/11,3.1,2231473,176772,21.4,214518,-11.0
13,1771412,2015/10,-1.4,2054701,174380,19.3,208085,-13.8
14,1563327,2015/09,1.1,1880321,196422,7.5,211127,-16.9
15,1352200,2015/08,9.1,1683899,177760,17.5,208841,-19.7
16,1143359,2015/07,40.2,1506139,159552,20.0,191459,-24.1
17,951900,2015/06,-4.1,1346587,150493,-9.3,136568,-29.3
18,815332,2015/05,-22.0,1196094,241918,-41.1,142398,-31.8
19,672934,2015/04,8.9,954176,259589,-29.7,182468,-29.5
20,490466,2015/03,33.7,694587,258690,-35.2,167630,-29.4
21,322836,2015/02,-36.5,435897,222567,-43.7,125405,-25.9
22,197431,2015/01,-4.2,213330,213330,-7.4,197431,-7.4
23,2460119,2014/12,16.5,2914867,262334,-21.5,205996,-15.6
24,2254123,2014/11,-10.3,2652533,240854,-26.6,176772,-15.0
25,2077351,2014/10,0.3,2411679,235797,-16.4,197030,-13.9
26,1880321,2014/09,10.5,2175882,248685,-21.0,196422,-13.6
27,1683899,2014/08,11.4,1927197,214575,-17.2,177760,-12.6
28,1506139,2014/07,6.0,1712622,257766,-38.1,159552,-12.1
29,1346587,2014/06,-37.8,1454856,208238,-27.7,150493,-7.4
30,1196094,2014/05,-6.8,1246618,251957,-4.0,241918,-4.1
31,954176,2014/04,0.3,994661,237137,9.5,259589,-4.1
32,694587,2014/03,16.2,757524,283498,-8.8,258690,-8.3
33,435897,2014/02,4.3,474026,169419,31.4,222567,-8.0
34,213330,2014/01,-18.7,304607,304607,-30.0,213330,-30.0
35,2914867,2013/12,8.9,3848196,355574,-26.2,262334,-24.3
36,2652533,2013/11,2.1,3492622,348225,-30.8,240854,-24.0
37,2411679,2013/10,-5.2,3144397,273804,-13.9,235797,-23.3
38,2175882,2013/09,15.9,2870593,306598,-18.9,248685,-24.2
39,1927197,2013/08,-16.8,2563995,300058,-28.5,214575,-24.8
40,1712622,2013/07,23.8,2263937,293224,-12.1,257766,-24.4
41,1454856,2013/06,-17.4,1970713,294300,-29.2,208238,-26.2
42,1246618,2013/05,6.2,1676413,352090,-28.4,251957,-25.6
43,994661,2013/04,-16.4,1324323,354321,-33.1,237137,-24.9
44,757524,2013/03,67.3,970108,362741,-21.8,283498,-21.9
45,474026,2013/02,-44.4,607367,313082,-45.9,169419,-22.0
46,304607,2013/01,0.0,294285,294285,3.5,304607,3.5
47,1580280,2012/12,10.4,1405195,86991,142.8,211202,12.4
48,1369079,2012/11,21.6,1318204,117358,63.0,191323,3.8
49,1177755,2012/10,-1.0,1200847,112952,39.3,157361,-1.9
50,1020394,2012/09,-5.0,1087895,135874,17.0,158951,-6.2
51,861443,2012/08,34.0,952021,129486,29.2,167360,-9.5
52,694083,2012/07,27.1,822535,121139,3.1,124890,-15.6
53,569192,2012/06,-9.5,701396,115239,-14.7,98267,-18.8
54,470924,2012/05,14.5,586157,123858,-12.3,108596,-19.6
55,362328,2012/04,-9.8,462299,117307,-19.1,94872,-21.6
56,267456,2012/03,19.2,344992,142180,-26.0,105204,-22.5
57,162253,2012/02,19.4,202813,92352,-4.4,88283,-20.0
58,73969,2012/01,-15.0,110461,110461,-33.0,73969,-33.0
59,1405195,2011/12,-25.9,1540625,125426,-30.6,86991,-8.8
60,1318204,2011/11,3.9,1415199,126783,-7.4,117358,-6.8
61,1200847,2011/10,-16.9,1288415,110171,2.5,112952,-6.8
62,1087895,2011/09,4.9,1178244,117922,15.2,135873,-7.7
63,952021,2011/08,6.9,1060322,132010,-1.9,129485,-10.2
64,822535,2011/07,5.1,928313,112430,7.7,121139,-11.4
65,701396,2011/06,-6.9,815883,91598,25.8,115239,-14.0
66,586157,2011/05,5.6,724285,145796,-15.0,123858,-19.1
67,462299,2011/04,-17.5,578490,161414,-27.3,117307,-20.1
68,344992,2011/03,54.0,417076,186387,-23.7,142180,-17.3
69,202813,2011/02,-16.4,230689,103468,-10.7,92352,-12.1
70,110461,2011/01,-11.9,127220,127220,-13.2,110461,-13.2
