,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,349485,2016/11,-18.6,368878,27756,-0.5,27609,-5.3
1,321876,2016/10,7.8,341122,33990,-0.2,33936,-5.6
2,287940,2016/09,-3.7,307132,32568,-3.4,31470,-6.3
3,256470,2016/08,-9.9,274564,40846,-20.0,32662,-6.6
4,223808,2016/07,9.8,233718,36147,0.3,36262,-4.2
5,187546,2016/06,12.8,197571,34743,-4.9,33034,-5.1
6,154512,2016/05,-2.3,162828,32856,-10.8,29299,-5.1
7,125213,2016/04,3.5,129972,34637,-13.4,29980,-3.7
8,95233,2016/03,-21.0,95335,27689,4.6,28961,-0.1
9,66272,2016/02,23.9,67646,35526,3.2,36671,-2.0
10,29601,2016/01,3.9,32120,32120,-7.8,29601,-7.8
11,397359,2015/12,2.6,372170,28648,-0.6,28481,6.8
12,368878,2015/11,-18.3,343522,28481,-2.5,27756,7.4
13,341122,2015/10,4.4,315041,34258,-0.8,33990,8.3
14,307132,2015/09,-20.3,280783,29821,9.2,32568,9.4
15,274564,2015/08,13.0,250962,42421,-3.7,40846,9.4
16,233718,2015/07,4.0,208541,30433,18.8,36147,12.1
17,197571,2015/06,5.7,178108,30702,13.2,34743,10.9
18,162828,2015/05,-5.1,147406,31466,4.4,32856,10.5
19,129972,2015/04,25.1,115940,26899,28.8,34637,12.1
20,95335,2015/03,-22.1,89041,28560,-3.0,27689,7.1
21,67646,2015/02,10.6,60481,33022,7.6,35526,11.9
22,32120,2015/01,12.1,27459,27459,17.0,32120,17.0
23,372170,2014/12,0.6,359407,29965,-4.4,28648,3.5
24,343522,2014/11,-16.9,329442,30633,-7.0,28481,4.3
25,315041,2014/10,14.9,298809,24631,39.1,34258,5.4
26,280783,2014/09,-29.7,274178,29188,2.2,29821,2.4
27,250962,2014/08,39.4,244990,31314,35.5,42421,2.4
28,208541,2014/07,-0.9,213676,36470,-16.5,30433,-2.4
29,178108,2014/06,-2.4,177206,31232,-1.7,30702,0.5
30,147406,2014/05,17.0,145974,29923,5.2,31466,1.0
31,115940,2014/04,-5.8,116051,28867,-6.8,26899,-0.1
32,89041,2014/03,-13.5,87184,26762,6.7,28560,2.1
33,60481,2014/02,20.3,60422,37619,-12.2,33022,0.1
34,27459,2014/01,-8.4,22803,22803,20.4,27459,20.4
35,359407,2013/12,-2.2,343137,26887,11.4,29965,4.7
36,329442,2013/11,24.4,316250,23360,31.1,30633,4.2
37,298809,2013/10,-15.6,292890,23064,6.8,24631,2.0
38,274178,2013/09,-6.8,269826,26733,9.2,29188,1.6
39,244990,2013/08,-14.1,243093,34059,-8.1,31314,0.8
40,213676,2013/07,16.8,209034,34000,7.3,36470,2.2
41,177206,2013/06,4.4,175034,26087,19.7,31232,1.2
42,145974,2013/05,3.7,148947,27078,10.5,29923,-2.0
43,116051,2013/04,7.9,121869,32309,-10.6,28867,-4.8
44,87184,2013/03,-28.9,89560,25806,3.7,26762,-2.7
45,60422,2013/02,65.0,63754,21213,77.3,37619,-5.2
46,22803,2013/01,0.0,32541,32541,-29.9,22803,-29.9
47,343137,2012/12,15.1,377452,27377,-1.8,26887,-9.1
48,316250,2012/11,1.3,350075,27323,-14.5,23360,-9.7
49,292890,2012/10,-13.7,322752,34652,-33.4,23064,-9.3
50,269826,2012/09,-21.5,288100,32773,-18.4,26733,-6.3
51,243093,2012/08,0.2,255327,41547,-18.0,34059,-4.8
52,209034,2012/07,30.3,213780,38867,-12.5,34000,-2.2
53,175034,2012/06,-3.7,174913,31246,-16.5,26087,0.1
54,148947,2012/05,-16.2,143667,34886,-22.4,27078,3.7
55,121869,2012/04,25.2,108781,26547,21.7,32309,12.0
56,89560,2012/03,-17.3,82234,24230,6.5,25806,8.9
57,63754,2012/02,-4.1,58004,31054,0.5,31213,9.9
58,32541,2012/01,18.9,26950,26950,20.7,32541,20.7
59,377452,2011/12,0.2,323415,24748,10.6,27377,16.7
60,350075,2011/11,-21.1,298667,22405,22.0,27323,17.2
61,322752,2011/10,5.7,276262,22518,53.9,34652,16.8
62,288100,2011/09,-21.1,253744,27354,19.8,32773,13.5
63,255327,2011/08,6.9,226390,31245,33.0,41547,12.8
64,213780,2011/07,24.4,195146,30497,27.4,38867,9.5
65,174913,2011/06,-10.4,164649,25547,22.3,31246,6.2
66,143667,2011/05,31.4,139102,31410,11.1,34886,3.3
67,108781,2011/04,9.6,107692,23713,11.9,26547,1.0
68,82234,2011/03,-22.0,83979,23661,2.4,24230,-2.1
69,58004,2011/02,15.2,60318,32520,-4.5,31054,-3.8
70,26950,2011/01,8.9,27798,27798,-3.0,26950,-3.0
