,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,2117927,2016/11,17.5,1857538,155982,22.4,190842,14.0
1,1926852,2016/10,-10.0,1701845,130867,24.1,162366,13.2
2,1764549,2016/09,-7.8,1570978,160481,12.4,180390,12.4
3,1584220,2016/08,-2.9,1410497,141806,38.0,195751,12.3
4,1393813,2016/07,-1.0,1268691,167979,20.0,201564,9.9
5,1202895,2016/06,-11.0,1100712,176398,15.4,203598,9.3
6,999677,2016/05,-3.4,924314,162086,41.1,228774,8.9
7,770991,2016/04,10.0,762228,200472,18.1,236717,1.9
8,534287,2016/03,54.7,561756,194662,10.6,215278,-4.9
9,318883,2016/02,-22.5,367094,135836,2.5,139200,-13.1
10,179673,2016/01,8.7,231258,231258,-22.3,179673,-22.3
11,2022822,2015/12,6.0,2197462,206417,-19.9,165268,-7.9
12,1857538,2015/11,19.2,1987974,163500,-4.6,155982,-6.7
13,1701537,2015/10,-18.5,1824474,163458,-19.9,130867,-6.9
14,1570554,2015/09,13.2,1661016,174843,-8.2,160481,-5.6
15,1410144,2015/08,-15.6,1486173,181058,-21.7,141806,-5.3
16,1268298,2015/07,-4.8,1305115,203712,-17.5,167979,-3.1
17,1100319,2015/06,8.8,1101403,192075,-8.2,176398,-0.1
18,918267,2015/05,-19.1,909328,219696,-26.2,162086,0.9
19,756411,2015/04,3.0,689632,232867,-13.9,200472,9.6
20,561577,2015/03,43.3,456765,163162,19.3,194662,22.9
21,366963,2015/02,-41.3,293603,122068,11.3,135836,25.0
22,231258,2015/01,12.0,171535,171535,34.8,231258,34.8
23,2197462,2014/12,26.2,2033281,206266,0.1,206417,8.1
24,1991231,2014/11,0.0,1827060,195738,-16.5,163500,9.0
25,1827804,2014/10,-6.5,1631312,153197,6.7,163458,12.0
26,1664342,2014/09,-3.4,1478024,160166,9.2,174843,12.6
27,1489514,2014/08,-11.1,1317858,175517,3.2,181058,13.0
28,1308428,2014/07,6.1,1142341,133310,52.8,203712,14.5
29,1101550,2014/06,-12.6,1009031,154296,24.5,192075,9.1
30,909644,2014/05,-5.7,854735,157869,39.2,219696,6.4
31,689941,2014/04,42.7,696866,161111,44.5,232867,-1.0
32,456787,2014/03,33.7,535755,172740,-5.5,163162,-14.8
33,293612,2014/02,-28.8,363015,126505,-3.5,122068,-19.2
34,171535,2014/01,-16.8,236510,236510,-27.5,171535,-27.5
35,2033281,2013/12,5.4,2146060,196990,4.7,206266,-5.3
36,1827060,2013/11,27.8,1949104,179271,9.2,195738,-6.3
37,1631312,2013/10,-4.3,1769863,174841,-12.4,153197,-7.8
38,1478119,2013/09,-8.7,1595286,163599,-2.1,160166,-7.3
39,1318046,2013/08,31.7,1431687,134691,30.3,175517,-7.9
40,1142930,2013/07,-13.6,1296951,172331,-22.6,133310,-11.9
41,1009552,2013/06,-2.3,1125543,169600,-9.0,154296,-10.3
42,855251,2013/05,-2.0,954932,217817,-27.5,157869,-10.4
43,697160,2013/04,-6.7,737241,209243,-23.0,161111,-5.4
44,536146,2013/03,36.5,530949,203371,-15.1,172740,1.0
45,363374,2013/02,-46.5,327567,160494,-21.2,126505,10.9
46,236510,2013/01,0.0,167039,167039,41.6,236510,41.6
47,1866670,2012/12,5.9,1745086,168634,-4.3,161327,7.0
48,1705343,2012/11,3.4,1576452,155873,-2.3,152293,8.2
49,1553050,2012/10,11.4,1420580,101109,45.7,147334,9.3
50,1405716,2012/09,17.8,1319471,119785,10.4,132189,6.5
51,1273527,2012/08,-24.5,1199686,142171,-21.1,112192,6.2
52,1161334,2012/07,0.0,1057515,152273,-2.4,148637,9.8
53,1012697,2012/06,-26.7,905242,155637,-4.5,148643,11.9
54,864054,2012/05,6.0,749605,166868,21.5,202820,15.3
55,661234,2012/04,6.7,582737,158618,20.7,191399,13.5
56,469835,2012/03,28.4,424119,151654,18.3,179409,10.8
57,290426,2012/02,-7.2,272465,100288,39.4,139770,6.6
58,150655,2012/01,-10.7,172173,172173,-12.5,150655,-12.5
59,1745086,2011/12,8.2,1631917,123420,36.6,168634,6.9
60,1576452,2011/11,54.2,1508496,168793,-7.7,155873,4.5
61,1420580,2011/10,-15.6,1339702,126728,-20.2,101109,6.0
62,1319471,2011/09,-15.7,1212975,119611,0.1,119785,8.8
63,1199686,2011/08,-6.6,1093364,151341,-6.1,142171,9.7
64,1057515,2011/07,-2.2,945846,130487,16.7,152273,11.8
65,905242,2011/06,-6.7,815359,154615,0.7,155637,11.0
66,749605,2011/05,5.2,660744,137398,21.4,166868,13.4
67,582737,2011/04,4.6,523346,137324,15.5,158618,11.3
68,424119,2011/03,51.2,383738,136987,10.7,151654,10.5
69,272465,2011/02,-41.8,246751,92895,7.9,100288,10.4
70,172173,2011/01,39.5,153856,153856,11.9,172173,11.9
