,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,7597155,2016/11,8.8,7383191,800648,-6.4,749459,2.9
1,6847696,2016/10,0.8,6582543,798066,-13.7,688562,4.0
2,6159134,2016/09,-6.1,5784477,742198,-8.0,682881,6.5
3,5476254,2016/08,-3.0,5042279,785608,-7.4,727216,8.6
4,4749037,2016/07,48.0,4256671,637529,17.6,750059,11.6
5,3998978,2016/06,-24.1,3619142,531397,-4.6,506780,10.5
6,3492198,2016/05,1.2,3087745,760352,-12.1,668009,13.1
7,2824189,2016/04,7.7,2327393,562933,17.3,660145,21.4
8,2164044,2016/03,-11.5,1764460,538868,13.8,612992,22.6
9,1551052,2016/02,-19.4,1225592,562147,23.2,692442,26.6
10,858609,2016/01,9.8,663445,663445,29.4,858609,29.4
11,8164884,2015/12,-2.4,7192950,637922,22.5,781693,13.5
12,7383191,2015/11,0.3,6555029,683704,17.1,800648,12.6
13,6582544,2015/10,7.5,5871325,626680,27.4,798066,12.1
14,5784478,2015/09,-5.5,5244645,605105,22.7,742198,10.3
15,5042280,2015/08,23.2,4639540,669255,17.4,785608,8.7
16,4256671,2015/07,20.0,3970285,588736,8.3,637529,7.2
17,3619142,2015/06,-30.1,3381549,580710,-8.5,531397,7.0
18,3087745,2015/05,35.1,2800839,592124,28.4,760352,10.2
19,2327393,2015/04,4.5,2208715,544245,3.4,562933,5.4
20,1764460,2015/03,-4.1,1664470,600310,-10.2,538868,6.0
21,1225592,2015/02,-15.3,1064160,497117,13.1,562147,15.2
22,663445,2015/01,4.0,567043,567043,17.0,663445,17.0
23,7192988,2014/12,-6.7,6576544,678958,-6.0,637959,9.4
24,6555029,2014/11,9.1,5897585,578313,18.2,683704,11.1
25,5871325,2014/10,3.6,5319272,537115,16.7,626680,10.4
26,5244645,2014/09,-9.6,4782158,511743,18.2,605105,9.7
27,4639540,2014/08,13.7,4270415,502008,33.3,669255,8.6
28,3970285,2014/07,1.4,3768407,505818,16.4,588736,5.4
29,3381549,2014/06,-1.9,3262589,531815,9.2,580710,3.7
30,2800839,2014/05,8.8,2730774,568035,4.2,592124,2.6
31,2208715,2014/04,-9.3,2162739,567257,-4.1,544245,2.1
32,1664470,2014/03,20.8,1595482,609356,-1.5,600310,4.3
33,1064160,2014/02,-12.3,986126,481796,3.2,497117,7.9
34,567043,2014/01,-16.5,504330,504330,12.4,567043,12.4
35,6576544,2013/12,17.4,6805313,518248,31.0,678958,-3.4
36,5897585,2013/11,7.7,6287064,543216,6.5,578313,-6.2
37,5319272,2013/10,4.9,5743848,397306,35.2,537115,-7.4
38,4782157,2013/09,1.9,5346543,509648,0.4,511743,-10.6
39,4270415,2013/08,-0.8,4836894,521893,-3.8,502008,-11.7
40,3768406,2013/07,-4.9,4315001,424852,19.0,505818,-12.7
41,3262588,2013/06,-6.4,3890149,644176,-17.4,531815,-16.1
42,2869240,2013/05,-19.4,3245972,697292,-18.5,568370,-11.6
43,2300870,2013/04,15.8,2548681,601771,17.2,705389,-9.7
44,1595481,2013/03,26.5,1946910,760154,-19.8,609356,-18.0
45,986125,2013/02,-4.5,1186755,531479,-9.3,481796,-16.9
46,504330,2013/01,0.0,655276,655276,-23.0,504330,-23.0
47,6530575,2012/12,-4.9,5801328,558917,-9.4,506432,12.6
48,6024142,2012/11,38.3,5242411,263226,102.2,532309,14.9
49,5491833,2012/10,-22.5,4979185,452422,-14.9,384766,10.3
50,5107067,2012/09,-1.3,4526763,647937,-23.4,496474,12.8
51,4610594,2012/08,23.2,3878826,599025,-16.0,503149,18.9
52,4107445,2012/07,-33.3,3279801,581047,-29.7,408491,25.2
53,3698954,2012/06,-6.0,2698755,466087,31.3,612199,37.1
54,3086755,2012/05,16.6,2232668,526683,23.7,651443,38.3
55,2435313,2012/04,-24.2,1705984,405935,37.7,558890,42.8
56,1876423,2012/03,42.6,1300049,490934,50.2,737452,44.3
57,1138971,2012/02,-16.8,809115,334649,54.5,517108,40.8
58,621863,2012/01,11.3,474466,474466,31.1,621863,31.1
59,5801328,2011/12,112.3,6401137,509839,9.6,558917,-9.4
60,5242411,2011/11,-41.8,5891298,551809,-52.3,263226,-11.0
61,4979185,2011/10,-30.2,5339489,468191,-3.4,452422,-6.7
62,4526763,2011/09,8.2,4871298,502760,28.9,647937,-7.1
63,3878826,2011/08,3.1,4368538,490735,22.1,599025,-11.2
64,3279801,2011/07,24.7,3877803,513235,13.2,581047,-15.4
65,2698755,2011/06,-11.5,3364568,448995,3.8,466087,-19.8
66,2232668,2011/05,29.7,2915573,608248,-13.4,526683,-23.4
67,1705984,2011/04,-17.3,2307325,618329,-34.3,405935,-26.1
68,1300049,2011/03,46.7,1688997,554361,-11.4,490934,-23.0
69,809115,2011/02,-29.5,1134635,525434,-36.3,334649,-28.7
70,474466,2011/01,-6.9,609201,609201,-22.1,474466,-22.1
