,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,4980469,2016/11,13.6,4454634,494858,1.8,503890,11.8
1,4476579,2016/10,-2.3,3959776,469239,-5.4,443749,13.1
2,4032830,2016/09,5.0,3490537,398875,13.8,453997,15.5
3,3578833,2016/08,8.8,3091662,375945,15.0,432405,15.8
4,3146428,2016/07,-5.6,2715717,370772,7.2,397536,15.9
5,2748892,2016/06,10.0,2344945,390097,7.9,420987,17.2
6,2327905,2016/05,-18.6,1954848,358609,6.7,382607,19.1
7,1945298,2016/04,1.8,1596239,340651,37.9,469864,21.9
8,1475434,2016/03,13.8,1255588,359389,28.4,461441,17.5
9,1013993,2016/02,-33.3,896199,377815,7.4,405610,13.1
10,608383,2016/01,-12.3,518384,518384,17.4,608383,17.4
11,5148596,2015/12,40.2,4851726,630368,10.1,693962,6.1
12,4454634,2015/11,5.5,4221358,450099,9.9,494858,5.5
13,3959776,2015/10,17.6,3771259,432705,8.4,469239,5.0
14,3490537,2015/09,6.1,3338554,383543,4.0,398875,4.6
15,3091662,2015/08,1.4,2955011,340037,10.6,375945,4.6
16,2715717,2015/07,-4.9,2614974,341292,8.6,370772,3.8
17,2344945,2015/06,8.8,2273682,353177,10.4,390097,3.1
18,1954848,2015/05,5.3,1920505,356376,0.6,358609,1.8
19,1596239,2015/04,-5.2,1564129,353291,-3.6,340651,2.0
20,1255588,2015/03,-4.9,1210838,366842,-2.0,359389,3.7
21,896199,2015/02,-27.1,843996,307656,22.8,377815,6.2
22,518384,2015/01,-17.8,536340,536340,-3.3,518384,-3.3
23,4851726,2014/12,40.1,4485422,626008,0.7,630368,8.2
24,4221358,2014/11,4.0,3859414,454446,-1.0,450099,9.4
25,3771259,2014/10,12.8,3404969,390226,10.9,432705,10.8
26,3338554,2014/09,12.8,3014743,330744,16.0,383543,10.7
27,2955011,2014/08,-0.4,2683999,340278,-0.1,340037,10.1
28,2614974,2014/07,-3.4,2343721,357571,-4.6,341292,11.6
29,2273682,2014/06,-0.9,1986150,319618,10.5,353177,14.5
30,1920505,2014/05,0.9,1666532,323460,10.2,356376,15.2
31,1564129,2014/04,-3.7,1343072,297851,18.6,353291,16.5
32,1210838,2014/03,19.2,1045221,315648,16.2,366842,15.9
33,843996,2014/02,-42.6,729573,262311,17.3,307656,15.7
34,536340,2014/01,-14.3,467262,467262,14.8,536340,14.8
35,4485422,2013/12,37.8,4073604,540235,15.9,626008,10.1
36,3859414,2013/11,16.5,3533369,381427,19.1,454446,9.2
37,3404969,2013/10,18.0,3151942,356915,9.3,390226,8.0
38,3014743,2013/09,-2.8,2795027,306845,7.8,330744,7.9
39,2683999,2013/08,-4.8,2488182,287193,18.5,340278,7.9
40,2343721,2013/07,11.9,2200989,291593,22.6,357571,6.5
41,1986150,2013/06,-1.2,1909395,289847,10.3,319618,4.0
42,1666532,2013/05,8.6,1619548,275314,17.5,323460,2.9
43,1343072,2013/04,-5.6,1344234,301456,-1.2,297879,-0.1
44,1045193,2013/03,20.3,1042778,317524,-0.6,315620,0.2
45,729573,2013/02,-43.9,725255,308565,-15.0,262311,0.6
46,467262,2013/01,0.0,416690,416690,12.1,467262,12.1
47,3901369,2012/12,41.0,3644646,469899,8.9,511605,7.0
48,3389764,2012/11,6.7,3174747,347423,4.4,362802,6.8
49,3026962,2012/10,16.4,2827324,293795,15.7,339938,7.1
50,2687024,2012/09,6.6,2533529,283559,3.0,292119,6.1
51,2394905,2012/08,-0.3,2249970,238067,15.2,274158,6.4
52,2120747,2012/07,-2.7,2011903,245499,12.1,275130,5.4
53,1845617,2012/06,8.6,1766404,264875,6.7,282642,4.5
54,1562975,2012/05,-10.6,1501529,266410,-2.3,260343,4.1
55,1302632,2012/04,-6.0,1235119,266818,9.2,291327,5.5
56,1011305,2012/03,1.3,968301,274913,12.7,309812,4.4
57,701493,2012/02,-22.7,693388,244954,24.8,305752,1.2
58,395741,2012/01,-15.8,448434,448434,-11.8,395741,-11.8
59,3644646,2011/12,35.3,3363534,378861,24.0,469899,8.4
60,3174747,2011/11,18.3,2984673,285394,21.7,347423,6.4
61,2827324,2011/10,3.6,2699279,270152,8.8,293795,4.7
62,2533529,2011/09,19.1,2429127,245737,15.4,283559,4.3
63,2249970,2011/08,-3.0,2183390,252817,-5.8,238067,3.0
64,2011903,2011/07,-7.3,1930573,259829,-5.5,245499,4.2
65,1766404,2011/06,-0.6,1670744,260173,1.8,264875,5.7
66,1501529,2011/05,-0.2,1410571,224394,18.7,266410,6.4
67,1235119,2011/04,-2.9,1186177,229552,16.2,266818,4.1
68,968301,2011/03,12.2,956625,238973,15.0,274913,1.2
69,693388,2011/02,-45.4,717652,271336,-9.7,244954,-3.4
70,448434,2011/01,18.4,446316,446316,0.5,448434,0.5
