,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,1252243,2016/11,92.0,1256346,110635,46.3,161916,-0.3
1,1090327,2016/10,-25.8,1145711,125179,-32.6,84343,-4.8
2,1005984,2016/09,-4.8,1020532,112662,0.9,113679,-1.4
3,892305,2016/08,13.8,907870,103810,15.0,119371,-1.7
4,772934,2016/07,-19.9,804060,120593,-13.0,104913,-3.9
5,668021,2016/06,3.4,683467,142211,-8.0,130891,-2.3
6,537130,2016/05,27.9,541256,88286,43.4,126610,-0.8
7,410520,2016/04,-28.4,452970,134114,-26.2,98958,-9.4
8,311562,2016/03,72.3,318856,126682,9.0,138127,-2.3
9,173435,2016/02,-14.1,192174,81255,-1.4,80156,-9.8
10,93279,2016/01,-52.9,110919,110919,-15.9,93279,-15.9
11,1454524,2015/12,79.1,1531412,182593,8.5,198178,-5.0
12,1256346,2015/11,-11.6,1348819,95231,16.2,110635,-6.9
13,1145711,2015/10,11.1,1253588,122709,2.0,125179,-8.6
14,1020532,2015/09,8.5,1130879,122818,-8.3,112662,-9.8
15,907870,2015/08,-13.9,1008061,159872,-35.1,103810,-9.9
16,804060,2015/07,-15.2,848189,90947,32.6,120593,-5.2
17,683467,2015/06,61.1,757242,129129,10.1,142211,-9.7
18,541256,2015/05,-34.2,628113,123207,-28.3,88286,-13.8
19,452970,2015/04,5.9,504906,97790,37.1,134114,-10.3
20,318856,2015/03,55.9,407116,131579,-3.7,126682,-21.7
21,192174,2015/02,-26.7,275537,196881,-58.7,81255,-30.3
22,110919,2015/01,-39.3,78656,78656,41.0,110919,41.0
23,1531412,2014/12,91.7,1453600,193538,-5.7,182593,5.3
24,1348819,2014/11,-22.4,1260062,137393,-30.7,95231,7.0
25,1253588,2014/10,-0.1,1122669,108620,13.0,122709,11.7
26,1130879,2014/09,-23.2,1014049,100108,22.7,122818,11.5
27,1008061,2014/08,75.8,913941,124116,28.8,159872,10.3
28,848189,2014/07,-29.6,789825,114864,-20.8,90947,7.4
29,757242,2014/06,4.8,674961,124291,3.9,129129,12.2
30,628113,2014/05,26.0,550670,109680,12.3,123207,14.1
31,504906,2014/04,-25.7,440990,127852,-23.5,97790,14.5
32,407116,2014/03,-33.2,313138,104227,26.2,131579,30.0
33,275537,2014/02,150.3,208911,84420,133.2,196881,31.9
34,78656,2014/01,-59.4,124491,124491,-36.8,78656,-36.8
35,1453600,2013/12,40.9,1629107,162097,19.4,193538,-10.8
36,1260062,2013/11,26.5,1467010,149253,-7.9,137393,-14.1
37,1122669,2013/10,8.5,1317757,150974,-28.0,108620,-14.8
38,1014049,2013/09,-19.3,1166783,132041,-24.2,100108,-13.1
39,913941,2013/08,8.1,1034742,135474,-8.4,124116,-11.7
40,789825,2013/07,-7.6,899268,131650,-12.8,114864,-12.2
41,674961,2013/06,13.3,767618,140026,-11.2,124291,-12.1
42,550670,2013/05,-14.2,627592,104216,5.2,109680,-12.3
43,440990,2013/04,22.7,523376,169758,-24.7,127852,-15.7
44,313138,2013/03,23.5,353618,138587,-24.8,104227,-11.4
45,208911,2013/02,-32.2,215031,127714,-33.9,84420,-2.8
46,124491,2013/01,0.0,87317,87317,42.6,124491,42.6
47,1528326,2012/12,9.6,1523286,202501,-22.2,157450,0.3
48,1370876,2012/11,-0.9,1320785,103484,38.8,143620,3.8
49,1227256,2012/10,17.5,1217302,101139,43.3,144958,0.8
50,1082298,2012/09,-2.9,1116163,129306,-4.6,123415,-3.0
51,958883,2012/08,6.1,986857,132647,-4.2,127132,-2.8
52,831750,2012/07,-7.6,854211,209531,-42.8,119821,-2.6
53,711930,2012/06,35.2,644680,119278,8.8,129723,10.4
54,582207,2012/05,-39.8,525402,113522,-15.5,95962,10.8
55,486245,2012/04,21.6,411880,97484,63.4,159319,18.0
56,326926,2012/03,11.0,315124,142568,-8.1,131017,3.7
57,195909,2012/02,51.6,172556,79376,48.7,118043,13.5
58,77866,2012/01,-61.5,93180,93180,-16.4,77866,-16.4
59,1523286,2011/12,95.7,1653938,162282,24.8,202501,-7.9
60,1320785,2011/11,2.3,1491656,125582,-17.6,103484,-11.4
61,1217302,2011/10,-21.8,1366074,231314,-56.3,101139,-10.9
62,1116163,2011/09,-2.5,1134760,125720,2.8,129306,-1.6
63,986857,2011/08,-36.7,1009040,114183,16.2,132647,-2.2
64,854211,2011/07,75.7,894856,98955,111.7,209531,-4.5
65,644680,2011/06,5.1,795902,174495,-31.6,119278,-19.0
66,525402,2011/05,16.5,621406,124495,-8.8,113522,-15.4
67,411880,2011/04,-31.6,496912,146835,-33.6,97484,-17.1
68,315124,2011/03,79.6,350077,119689,19.1,142568,-10.0
69,172556,2011/02,-14.8,230388,112904,-29.7,79376,-25.1
70,93180,2011/01,-42.6,117484,117484,-20.7,93180,-20.7
