,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,2377867,2016/11,-49.2,2641909,134428,-2.4,131250,-10.0
1,2246617,2016/10,-35.4,2507482,417918,-38.2,258257,-10.4
2,1988360,2016/09,33.8,2089564,385803,3.7,399915,-4.8
3,1588443,2016/08,7.0,1703761,264999,12.8,298990,-6.8
4,1289453,2016/07,97.9,1438762,338905,-17.5,279446,-10.4
5,1010007,2016/06,10.4,1099857,199792,-29.3,141223,-8.2
6,868784,2016/05,-28.4,900065,249172,-48.6,127965,-3.5
7,740819,2016/04,-11.7,650893,258183,-30.8,178656,13.8
8,562163,2016/03,31.1,392710,161368,25.3,202229,43.2
9,359934,2016/02,-25.0,231342,79335,94.5,154273,55.6
10,205661,2016/01,67.6,152007,152007,35.3,205661,35.3
11,2764610,2015/12,-8.7,2412662,107377,14.3,122701,14.6
12,2641909,2015/11,-67.8,2305283,233527,-42.4,134428,14.6
13,2507481,2015/10,8.3,2071756,385425,8.4,417918,21.0
14,2089563,2015/09,45.6,1686331,319173,20.9,385803,23.9
15,1703760,2015/08,-21.8,1367158,232748,13.9,264999,24.6
16,1438762,2015/07,69.6,1134410,207773,63.1,338905,26.8
17,1099857,2015/06,-19.8,926637,141548,41.2,199792,18.7
18,900065,2015/05,-3.5,785089,135154,84.4,249172,14.6
19,650893,2015/04,60.0,649935,154070,67.6,258183,0.2
20,392710,2015/03,103.4,495865,176162,-8.4,161368,-20.8
21,231342,2015/02,-47.8,319703,118104,-32.8,79335,-27.6
22,152007,2015/01,41.6,201599,201599,-24.6,152007,-24.6
23,2412662,2014/12,-54.0,2135075,130150,-17.5,107377,13.0
24,2305285,2014/11,-39.4,2004925,135698,72.1,233527,15.0
25,2071758,2014/10,20.8,1869227,241982,59.3,385425,10.8
26,1686333,2014/09,37.1,1627245,361474,-11.7,319173,3.6
27,1367160,2014/08,12.0,1265771,239443,-2.8,232748,8.0
28,1134412,2014/07,46.8,1026328,209203,-0.7,207773,10.5
29,926638,2014/06,4.7,817125,131931,7.3,141548,13.4
30,785090,2014/05,-12.3,685194,184403,-26.7,135154,14.6
31,649935,2014/04,-12.5,500791,196407,-21.6,154070,29.8
32,495865,2014/03,49.2,304384,179976,-2.1,176162,62.9
33,319703,2014/02,-41.4,124408,72977,61.8,118104,157.0
34,201599,2014/01,54.9,51431,51431,292.0,201599,292.0
35,2135075,2013/12,-4.1,2125755,198784,-34.5,130150,0.4
36,2004925,2013/11,-43.9,1926971,213235,-36.4,135698,4.0
37,1869227,2013/10,-33.0,1713736,257398,-6.0,241982,9.1
38,1627245,2013/09,51.0,1456338,307767,17.5,361474,11.7
39,1265771,2013/08,15.8,1148571,226525,5.7,239443,10.2
40,1026328,2013/07,54.0,922046,126305,63.8,206860,11.3
41,819468,2013/06,-27.2,795741,117016,14.7,134274,3.0
42,685194,2013/05,-6.1,678725,149456,23.4,184403,0.9
43,500791,2013/04,9.1,529269,123557,59.0,196407,-5.4
44,304384,2013/03,146.6,405712,177142,1.6,179976,-25.0
45,124408,2013/02,41.9,228570,103784,-29.7,72977,-45.6
46,51431,2013/01,0.0,124786,124786,-58.8,51431,-58.8
47,2032528,2012/12,-5.8,1489929,120456,51.3,182266,36.4
48,1850262,2012/11,-20.0,1369473,135320,43.0,193455,35.1
49,1656807,2012/10,-18.8,1234153,199585,21.2,241911,34.2
50,1414896,2012/09,35.8,1034568,209856,41.9,297796,36.8
51,1117100,2012/08,77.7,824712,158842,38.0,219256,35.5
52,897844,2012/07,11.0,665870,118339,4.2,123354,34.8
53,774490,2012/06,-24.2,547531,115018,-3.4,111137,41.5
54,663353,2012/05,21.1,432513,117583,24.7,146654,53.4
55,516699,2012/04,-30.1,314930,97430,24.3,121126,64.1
56,395573,2012/03,73.5,217500,104970,65.1,173257,81.9
57,222316,2012/02,-18.5,112530,30312,229.4,99847,97.6
58,122469,2012/01,1.7,82218,82218,49.0,122469,49.0
