,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,1015691,2016/11,41.2,1130692,75620,69.3,128056,-10.2
1,887635,2016/10,41.9,1055072,66387,36.6,90696,-15.9
2,796939,2016/09,-22.7,988685,76712,-16.7,63927,-19.4
3,733012,2016/08,7.4,911973,101901,-18.8,82733,-19.6
4,650279,2016/07,-18.6,810072,104989,-26.6,77008,-19.7
5,573271,2016/06,8.8,705083,84800,11.6,94597,-18.7
6,478674,2016/05,-25.3,620283,116911,-25.6,86923,-22.8
7,391751,2016/04,33.0,503372,166657,-30.2,116374,-22.2
8,275377,2016/03,33.1,336715,130158,-32.8,87525,-18.2
9,187852,2016/02,-46.2,206557,85370,-23.0,65737,-9.1
10,122115,2016/01,5.4,121187,121187,0.8,122115,0.8
11,1246538,2015/12,53.2,1489228,139560,-17.0,115846,-16.3
12,1130692,2015/11,13.9,1349668,158985,-52.4,75620,-16.2
13,1055072,2015/10,-13.5,1190683,165437,-59.9,66387,-11.4
14,988685,2015/09,-24.7,1025246,96976,-20.9,76712,-3.6
15,911973,2015/08,-2.9,928270,140478,-27.5,101901,-1.8
16,810072,2015/07,23.8,787792,117821,-10.9,104989,2.8
17,705083,2015/06,-27.5,669971,90112,-5.9,84800,5.2
18,620283,2015/05,-29.9,579859,112903,3.5,116911,7.0
19,503372,2015/04,28.0,466956,116895,42.6,166657,7.8
20,336715,2015/03,52.5,350061,129800,0.3,130158,-3.8
21,206557,2015/02,-29.6,220261,106105,-19.5,85370,-6.2
22,121187,2015/01,-13.2,114156,114156,6.2,121187,6.2
23,1489228,2014/12,-12.2,1296528,140474,-0.6,139560,14.9
24,1349668,2014/11,-3.9,1156054,106979,48.6,158985,16.8
25,1190683,2014/10,70.6,1049075,119215,38.8,165437,13.5
26,1025246,2014/09,-31.0,929860,107392,-9.7,96976,10.3
27,928270,2014/08,19.2,822468,126089,11.4,140478,12.9
28,787792,2014/07,30.8,696379,111255,5.9,117821,13.1
29,669971,2014/06,-20.2,585124,108972,-17.3,90112,14.5
30,579859,2014/05,-3.4,476152,92858,21.6,112903,21.8
31,466956,2014/04,-9.9,383294,113010,3.4,116895,21.8
32,350061,2014/03,22.3,270284,83514,55.4,129800,29.5
33,220261,2014/02,-7.1,186770,70213,51.1,106105,17.9
34,114156,2014/01,-18.7,116557,116557,-2.1,114156,-2.1
35,1296528,2013/12,31.3,2212158,127390,10.3,140474,-41.4
36,1156054,2013/11,-10.3,2084768,125682,-14.9,106979,-44.5
37,1049075,2013/10,11.0,1959086,97616,22.1,119215,-46.5
38,929860,2013/09,-14.8,1861470,78561,36.7,107392,-50.0
39,822468,2013/08,13.3,1782909,90341,39.6,126089,-53.9
40,696379,2013/07,2.1,1692568,68970,61.3,111255,-58.8
41,585124,2013/06,17.4,1623598,91907,18.6,108972,-64.0
42,476152,2013/05,-17.8,1531691,185271,-49.9,92858,-68.9
43,383294,2013/04,35.3,1346420,262749,-57.0,113010,-71.5
44,270284,2013/03,18.9,1083671,325655,-74.3,83514,-75.1
45,186770,2013/02,-39.8,758016,415116,-83.1,70213,-75.4
46,116557,2013/01,0.0,342900,342900,-66.0,116557,-66.0
47,2212158,2012/12,1.4,5234351,400335,-68.2,127390,-57.7
48,2084768,2012/11,28.8,4834015,389829,-67.8,125682,-56.9
49,1959086,2012/10,24.3,4444186,270189,-63.9,97616,-55.9
50,1861470,2012/09,-13.0,4173997,392556,-80.0,78561,-55.4
51,1782909,2012/08,31.0,3781441,516119,-82.5,90341,-52.8
52,1692568,2012/07,-25.0,3265322,431274,-84.0,68970,-48.2
53,1623598,2012/06,-50.4,2834048,401781,-77.1,91907,-42.7
54,1531691,2012/05,-29.5,2432267,412027,-55.0,185271,-37.0
55,1346420,2012/04,-19.3,2020240,473444,-44.5,262749,-33.3
56,1083671,2012/03,-21.5,1546796,579058,-43.8,325655,-29.9
57,758016,2012/02,21.1,967738,399896,3.8,415116,-21.7
58,342900,2012/01,-14.3,567842,567842,-39.6,342900,-39.6
59,5234351,2011/12,2.7,6889734,668590,-40.1,400335,-24.0
60,4834015,2011/11,44.3,6221144,510362,-23.6,389829,-22.3
61,4444186,2011/10,-31.2,5710782,497907,-45.7,270189,-22.2
62,4173997,2011/09,-23.9,5212875,575452,-31.8,392556,-19.9
63,3781441,2011/08,19.7,4637423,583533,-11.6,516119,-18.5
64,3265322,2011/07,7.3,4053890,454764,-5.2,431274,-19.5
65,2834048,2011/06,-2.5,3599126,285691,40.6,401781,-21.3
66,2432267,2011/05,-13.0,3313435,567255,-27.4,412027,-26.6
67,2020240,2011/04,-18.2,2746180,806683,-41.3,473444,-26.4
68,1546796,2011/03,44.8,1939497,797374,-27.4,579058,-20.2
69,967738,2011/02,-29.6,1142123,480753,-16.8,399896,-15.3
70,567842,2011/01,-15.1,661370,661370,-14.1,567842,-14.1
